Country ,Year ,COAL_TJ,NG_TJ,HDR_TJ,NUC_TJ,REN_TJ,BW_TJ,OIL_TJ,TES_TJ,CO2_MT,Income_Group,Region_Group,GDP_cap,Population,Income_Level
New Zeland,2003,77149,161503,85033,0,76618,46297,257005,703605,32.86,OECD,Asia Pacific,38964.17186,4027200,H
New Zeland,2004,89698,145121,98054,0,78080,50369,260474,721796,32.34,OECD,Asia Pacific,39958.81771,4087500,H
New Zeland,2005,91857,135165,83970,0,86208,50445,256259,703904,33.65,OECD,Asia Pacific,40835.18531,4133900,H
New Zeland,2006,81750,138631,84855,0,89417,50961,259221,704835,33.72,OECD,Asia Pacific,41461.72329,4184600,H
New Zeland,2007,70085,152568,85097,0,94030,50871,261933,714584,32.54,OECD,Asia Pacific,42329.73725,4223800,H
New Zeland,2008,81878,142571,80442,0,108224,47814,262371,723300,33.41,OECD,Asia Pacific,41451.74664,4259800,H
New Zeland,2009,61307,146846,87174,0,125224,45447,262033,728031,30.45,OECD,Asia Pacific,41018.08551,4302600,H
New Zeland,2010,54049,156104,89006,0,146695,48969,258889,753712,30.39,OECD,Asia Pacific,41150.60706,4350700,H
New Zeland,2011,57898,142792,90389,0,157255,48957,255307,752598,29.65,OECD,Asia Pacific,41753.35528,4384000,H
New Zeland,2012,68945,160750,82419,0,161457,49044,271192,793807,31.4,OECD,Asia Pacific,42475.78235,4408100,H
New Zeland,2013,61621,166617,82896,0,177132,47752,266874,802892,31.15,OECD,Asia Pacific,43314.10534,4442100,H
New Zeland,2014,53380,183957,87536,0,193797,47453,276342,842465,31.2,OECD,Asia Pacific,44199.95742,4516500,H
New Zeland,2015,56781,171200,88298,0,203849,48474,283833,852435,31.4,OECD,Asia Pacific,44926.30927,4609400,H
New Zeland,2016,47842,176242,93356,0,199470,48893,276550,842353,30.49,OECD,Asia Pacific,45575.07438,4714100,H
New Zeland,2017,48443,177781,90624,0,200017,47713,282367,846945,32.28,OECD,Asia Pacific,46149.3197,4813600,H
New Zeland,2018,52366,161172,94507,0,206013,46880,288373,849311,31.52,OECD,Asia Pacific,46916.35734,4900600,H
New Zeland,2019,55056,167550,92145,0,211267,45811,297475,869304,32.96,OECD,Asia Pacific,47266.40506,4979200,H
New Zeland,2020,50448,162466,87356,0,211100,42619,268184,822173,30.66,OECD,Asia Pacific,46039.22664,5090200,H
New Zeland,2021,63183,138922,87236,0,215584,44160,284726,833811,31.01,OECD,Asia Pacific,47933.58862,5111300,H
New Zeland,2022,41651,129666,94584,0,217747,47703,267738,799089,28.69,OECD,Asia Pacific,49206.87053,5117200,H
Portugal,2000,159318,85151,40762,0,4299,115980,620871,1026381,57.85,OECD,EU,35069.82749,10289898,H
Portugal,2001,133644,94415,50522,0,5542,115461,637068,1036652,57.76,OECD,EU,35500.2266,10362722,H
Portugal,2002,145508,114272,28080,0,5630,118816,661709,1074015,61.69,OECD,EU,35578.51999,10419631,H
Portugal,2003,137349,110376,56602,0,5928,119032,611967,1041254,56.91,OECD,EU,35115.37946,10458821,H
Portugal,2004,141221,138308,35528,0,7069,120506,615184,1057816,58.12,OECD,EU,35658.12981,10483861,H
Portugal,2005,140218,157033,17030,0,10081,124222,634647,1083231,61.39,OECD,EU,35870.30933,10503330,H
Portugal,2006,138544,152382,39607,0,14818,128017,560154,1033522,56.45,OECD,EU,36387.53655,10522288,H
Portugal,2007,120871,159448,36331,0,23396,133454,560041,1033541,54.63,OECD,EU,37226.47019,10542964,H
Portugal,2008,105694,173271,24476,0,29500,132845,533549,999335,52.83,OECD,EU,37291.50476,10558177,H
Portugal,2009,119819,176566,29823,0,36371,140018,499741,1002338,53.08,OECD,EU,36092.81085,10568247,H
Portugal,2010,69404,187925,58132,0,43388,133688,481886,974423,47.56,OECD,EU,36703.1141,10573100,H
Portugal,2011,92453,186884,41541,0,44570,136539,444395,946382,47.05,OECD,EU,36127.29487,10557560,H
Portugal,2012,122855,164651,20241,0,46819,121603,393066,869235,45.67,OECD,EU,34804.63325,10514844,H
Portugal,2013,110950,157250,49429,0,55574,124032,392712,889947,43.74,OECD,EU,34651.7718,10457295,H
Portugal,2014,112222,145422,56048,0,56966,124904,387495,883057,42.84,OECD,EU,35097.4097,10401062,H
Portugal,2015,136417,169603,31177,0,55841,127374,391196,911608,46.93,OECD,EU,35803.35752,10358076,H
Portugal,2016,119175,180990,56603,0,58158,129032,386985,930943,46.4,OECD,EU,36636.29773,10325452,H
Portugal,2017,135114,226731,21228,0,59674,129291,390720,962758,50.74,OECD,EU,37943.11519,10300300,H
Portugal,2018,112884,210281,44616,0,61854,129367,372386,931388,47.21,OECD,EU,39123.61488,10283822,H
Portugal,2019,52257,221207,31743,0,66353,134619,392519,898698,42.34,OECD,EU,40188.28678,10286263,H
Portugal,2020,23686,217062,43497,0,63006,137924,353411,838586,36.52,OECD,EU,36852.22845,10297081,H
Portugal,2021,8189,207469,42867,0,66913,144219,355289,824946,34.96,OECD,EU,38657.66772,10361831,H
Portugal,2022,284,200996,23529,0,72471,148369,372287,817936,35.71,OECD,EU,41070.86137,10434332,H
Czech Republic,2000,906131,314016,6328,148254,3,64914,323269,1762915,122.78,OECD,EU,29427.407,10255063,UM
Czech Republic,2001,886765,336290,7394,160898,0,70131,344323,1805801,122.71,OECD,EU,30399.87308,10216605,UM
Czech Republic,2002,869783,324980,8971,204414,7,77262,349391,1834808,118.81,OECD,EU,30919.54967,10196916,UM
Czech Republic,2003,880518,328337,4978,282240,91,76554,358257,1930975,121.89,OECD,EU,31949.29632,10193998,UM
Czech Republic,2004,877533,326063,7268,288250,120,83258,389723,1972215,122.16,OECD,EU,33452.34081,10197101,UM
Czech Republic,2005,847383,322527,8568,270855,178,85840,404751,1940102,120.27,OECD,EU,35535.748,10211216,UM
Czech Republic,2006,879169,317925,9179,285208,307,89966,400757,1982511,120.81,OECD,EU,37786.87818,10238905,H
Czech Republic,2007,894224,303067,7520,286515,617,96840,402978,1991761,122.39,OECD,EU,39629.00614,10298828,H
Czech Republic,2008,825787,300341,7286,290617,1132,105001,405943,1936107,116.72,OECD,EU,40328.34266,10384603,H
Czech Republic,2009,737427,284880,8744,297799,1622,116893,383896,1831261,111.68,OECD,EU,38175.14228,10443936,H
Czech Republic,2010,784042,337855,10040,306494,3787,125614,375424,1943256,112.7,OECD,EU,39097.38863,10474410,H
Czech Republic,2011,769266,285085,7066,309464,9742,136421,365487,1882531,109.56,OECD,EU,39708.16263,10496088,H
Czech Republic,2012,726665,287051,7664,331790,9760,146374,360695,1869999,105.82,OECD,EU,39347.0493,10510785,H
Czech Republic,2013,718342,290832,9842,336297,9623,159096,346282,1870314,101.6,OECD,EU,39317.55358,10514272,H
Czech Republic,2014,669665,258832,6872,331689,9978,168414,368736,1814186,98.5,OECD,EU,40158.01643,10525347,H
Czech Republic,2015,687401,271420,6461,293709,10875,173338,360010,1803214,99.63,OECD,EU,42066.57598,10546059,H
Czech Republic,2016,692860,293759,7199,263835,10159,175761,333220,1776793,101.32,OECD,EU,43069.46598,10566332,H
Czech Republic,2017,662075,301490,6730,310067,10775,179235,390207,1860579,101.84,OECD,EU,45177.52261,10594438,H
Czech Republic,2018,660291,285502,5863,327278,11459,181180,394219,1865792,100.89,OECD,EU,46301.08204,10629928,H
Czech Republic,2019,595718,299699,7228,330811,11625,193423,396199,1834703,95.76,OECD,EU,47763.61655,10671870,H
Czech Republic,2020,512638,304635,7717,328531,11565,200888,356106,1722080,87.28,OECD,EU,45119.93874,10697858,H
Czech Republic,2021,537006,326430,8670,336112,11075,214354,390605,1824252,92.14,OECD,EU,47796.03374,10505772,H
Czech Republic,2022,561534,265512,7536,339285,12601,206770,396168,1789406,90.7,OECD,EU,48390.66168,10672118,H
Japan,2000,4061594,2747747,302573,3513267,165386,211360,10596727,21598654,1143.9,OECD,Asia Pacific,39014.21102,126843000,H
Japan,2001,4140624,2780573,292151,3489365,161752,196027,10180735,21241227,1132.92,OECD,Asia Pacific,39070.59112,127149000,H
Japan,2002,4311693,2783645,291136,3219215,158617,262815,10278569,21305690,1169.21,OECD,Asia Pacific,38996.20383,127445000,H
Japan,2003,4441154,2983166,341042,2618327,162738,270394,10341900,21158721,1177.27,OECD,Asia Pacific,39510.20966,127718000,H
Japan,2004,4856177,2951906,336322,3081187,159852,289988,10178261,21853693,1171.32,OECD,Asia Pacific,40360.36006,127761000,H
Japan,2005,4624604,2957981,276929,3324595,155879,326723,10087126,21753837,1178.8,OECD,Asia Pacific,41084.56206,127773000,H
Japan,2006,4685556,3242288,318843,3310104,151802,337280,9710612,21756485,1156.84,OECD,Asia Pacific,41622.00039,127854000,H
Japan,2007,4890423,3474663,265761,2878169,151789,364584,9522690,21548079,1192.78,OECD,Asia Pacific,42191.14891,128001000,H
Japan,2008,4776229,3461904,277821,2815940,142204,363049,8894408,20731555,1126.24,OECD,Asia Pacific,41654.43111,128063000,H
Japan,2009,4256142,3439015,282839,3051813,149866,366805,8339386,19885866,1073.32,OECD,Asia Pacific,39287.85446,128047000,H
Japan,2010,4833093,3600557,301679,3144332,143969,467438,8423500,20914568,1129.15,OECD,Asia Pacific,40890.49367,128070000,H
Japan,2011,4517684,4204227,305704,1110120,151231,481803,8604840,19375609,1185.38,OECD,Asia Pacific,40976.05777,127833000,H
Japan,2012,4721109,4356473,275504,173884,154902,488380,8728367,18898619,1225.63,OECD,Asia Pacific,41605.77236,127629000,H
Japan,2013,5127754,4408737,285805,101484,177131,522266,8411786,19034963,1237.62,OECD,Asia Pacific,42501.28296,127445000,H
Japan,2014,4930770,4427227,300716,0,212923,511165,7978974,18361775,1188.16,OECD,Asia Pacific,42683.77545,127276000,H
Japan,2015,4985281,4205993,313624,102952,254937,526507,7712531,18101825,1149.58,OECD,Asia Pacific,43395.93935,127141000,H
Japan,2016,4874657,4309545,286144,197017,292287,554646,7420229,17934525,1134.87,OECD,Asia Pacific,43745.43412,127076000,H
Japan,2017,4875750,4186475,301663,359037,324618,610872,7368615,18027030,1120.23,OECD,Asia Pacific,44514.74648,126972000,H
Japan,2018,4783681,4010339,291486,708317,357220,649004,6949364,17749411,1080.72,OECD,Asia Pacific,44858.03017,126811000,H
Japan,2019,4686557,3851695,287976,695770,392775,662254,6716002,17293029,1043.79,OECD,Asia Pacific,44740.4255,126633000,H
Japan,2020,4271014,3858484,283706,422745,437141,638848,6195308,16107246,986.84,OECD,Asia Pacific,43011.33795,126261000,H
Japan,2021,4651285,3630990,283652,772419,463896,709586,6306784,16818612,1003.04,OECD,Asia Pacific,44315.49799,125681593,H
Japan,2022,4559951,3467011,278045,611673,485486,710272,6315490,16427928,973.67,OECD,Asia Pacific,44937.60887,125124989,H
Iceland,2000,4086,0,22881,0,78118,22,29166,134273,2.16,OECD,EEA,47772.64248,281205,H
Iceland,2001,3869,0,23680,0,73694,22,29084,130349,2.1,OECD,EEA,49033.84034,284968,H
Iceland,2002,4029,0,25117,0,74862,22,30414,134444,2.2,OECD,EEA,48870.02931,287523,H
Iceland,2003,3797,0,25516,0,74750,23,30372,134458,2.19,OECD,EEA,49572.68073,289521,H
Iceland,2004,4304,0,25682,0,71922,52,31242,133202,2.26,OECD,EEA,52973.41902,292074,H
Iceland,2005,4161,0,25268,0,74451,64,31190,135134,2.2,OECD,EEA,55334.88338,296734,H
Iceland,2006,3722,0,26254,0,103697,50,33965,167688,2.25,OECD,EEA,57465.46933,303782,H
Iceland,2007,4460,0,30218,0,130827,62,32559,198126,2.31,OECD,EEA,60767.02219,311566,H
Iceland,2008,3910,0,44737,0,143830,54,37921,230452,2.12,OECD,EEA,60965.36581,317414,H
Iceland,2009,3575,0,44204,0,153821,49,37533,239182,2.08,OECD,EEA,56101.32799,318499,H
Iceland,2010,3773,0,45331,0,155196,54,22339,226693,1.95,OECD,EEA,54590.60466,318041,H
Iceland,2011,3798,0,45025,0,172602,75,21071,242571,1.87,OECD,EEA,55428.6508,319014,H
Iceland,2012,3878,0,44413,0,167813,97,20577,236778,1.85,OECD,EEA,55720.92853,320716,H
Iceland,2013,4086,0,46306,0,174335,600,21551,246878,2.01,OECD,EEA,57709.14921,323764,H
Iceland,2014,3631,0,46342,0,172233,585,23206,245997,1.95,OECD,EEA,58033.59546,327386,H
Iceland,2015,3893,0,49611,0,156191,1090,23435,234220,2.03,OECD,EEA,59980.1266,330815,H
Iceland,2016,4055,0,48491,0,143761,703,23501,220511,1.63,OECD,EEA,62882.14459,335439,H
Iceland,2017,4073,0,50611,0,154632,789,23311,233416,1.67,OECD,EEA,64001.07585,343400,H
Iceland,2018,4713,0,49729,0,176645,862,24222,256171,1.7,OECD,EEA,65356.2175,352721,H
Iceland,2019,4446,0,48461,0,174509,905,23791,252112,1.64,OECD,EEA,65124.70395,360563,H
Iceland,2020,3888,0,47365,0,172993,897,21627,246770,1.45,OECD,EEA,59629.02686,366463,H
Iceland,2021,5379,0,49694,0,167705,1323,21965,246066,1.55,OECD,EEA,61741.57941,372520,H
Iceland,2022,5326,0,51104,0,172035,817,24320,253602,1.59,OECD,EEA,65623.16918,382003,H
Spain,2000,876719,637192,101721,678610,18548,172937,2579318,5065045,278.58,OECD,EU,39945.89712,40567864,H
Spain,2001,802717,686631,147196,694996,26049,173998,2670504,5202091,279.78,OECD,EU,41224.29239,40850412,H
Spain,2002,904714,785074,76406,687447,35489,180740,2681433,5351303,297.22,OECD,EU,41766.03782,41431558,H
Spain,2003,842924,894006,145738,674999,45502,198393,2749652,5551214,302.62,OECD,EU,42223.1302,42187645,H
Spain,2004,878824,1053889,111902,693883,58816,203240,2808160,5808714,319.27,OECD,EU,42793.39025,42921895,H
Spain,2005,861036,1249510,66214,627698,78937,214168,2828088,5925651,333.71,OECD,EU,43570.76525,43653155,H
Spain,2006,760710,1323468,93452,655920,87332,213153,2808779,5942814,325.04,OECD,EU,44572.68156,44397319,H
Spain,2007,834309,1330717,98312,601123,104921,228421,2823501,6021304,337.86,OECD,EU,45301.28435,45226803,H
Spain,2008,578279,1461599,84110,643341,133067,238066,2702171,5840633,309.88,OECD,EU,44926.34897,45954106,H
Spain,2009,431826,1307329,95079,575574,166795,282041,2508337,5366981,276.73,OECD,EU,42852.22091,46362946,H
Spain,2010,325040,1303323,152294,676254,202514,288559,2415841,5363825,262.94,OECD,EU,42695.52744,46576897,H
Spain,2011,522343,1211491,110145,629650,210243,315525,2275849,5275246,265.95,OECD,EU,42271.83467,46742697,H
Spain,2012,638145,1196351,73961,670581,278078,337461,2088442,5283019,261.53,OECD,EU,41034.04816,46773055,H
Spain,2013,463542,1095387,132714,618829,317867,305917,1980313,4914569,236.15,OECD,EU,40581.11421,46620045,H
Spain,2014,478945,990860,141006,625145,316459,301366,1940936,4794717,233.08,OECD,EU,41321.49091,46480882,H
Spain,2015,558982,1027361,101304,623956,309967,301112,2038664,4961346,248.04,OECD,EU,43032.87735,46444832,H
Spain,2016,441295,1048363,131023,639632,308152,290194,2099066,4957725,238.84,OECD,EU,44249.97677,46484062,H
Spain,2017,536319,1141590,65959,633152,316186,306594,2213240,5213040,255.27,OECD,EU,45424.78856,46593236,H
Spain,2018,471421,1133825,123602,608356,304178,325066,2215905,5182353,248.71,OECD,EU,46309.62592,46797754,H
Spain,2019,211050,1293588,88725,636534,340931,325739,2156416,5052983,232.82,OECD,EU,46880.16377,47134837,H
Spain,2020,123352,1169272,109825,635989,355528,316280,1845454,4555700,194.51,OECD,EU,41547.9814,47365655,H
Spain,2021,129984,1231621,106653,617061,373012,327155,2019272,4804758,211.49,OECD,EU,44277.82254,47415794,H
Spain,2022,157880,1186424,63324,639163,402292,326338,2110840,4886261,217.1,OECD,EU,46675.91185,47759127,H
Switzerland,2000,5677,101875,132602,289601,618,76140,461577,1068090,42.01,OECD,Europe,67328.30963,7184250,H
Switzerland,2001,6039,106041,148705,293663,665,78730,510955,1144798,43.42,OECD,Europe,67957.79542,7229854,H
Switzerland,2002,5525,104078,126606,298168,730,79323,480663,1095093,41.9,OECD,Europe,67396.27346,7284753,H
Switzerland,2003,5645,110014,125150,300978,774,81884,469695,1094140,43.21,OECD,Europe,66876.42365,7339001,H
Switzerland,2004,5389,113494,121492,295267,820,82283,470626,1089371,43.55,OECD,Europe,68212.70291,7389625,H
Switzerland,2005,6149,116514,112415,255729,890,85874,479843,1057414,44.02,OECD,Europe,69640.79492,7437115,H
Switzerland,2006,6159,113290,111454,304770,991,90503,491114,1118281,43.64,OECD,Europe,72024.28641,7483934,H
Switzerland,2007,7289,110305,126897,305906,1093,90397,437678,1079565,41.67,OECD,Europe,74179.12487,7551117,H
Switzerland,2008,6574,117539,129730,303471,1256,94497,464407,1117474,43.12,OECD,Europe,75299.19315,7647675,H
Switzerland,2009,6140,112806,128604,303329,1520,94119,482079,1128597,41.83,OECD,Europe,72655.77066,7743831,H
Switzerland,2010,6206,126013,129820,288634,1925,99509,433259,1085366,43.29,OECD,Europe,74235.04422,7824909,H
Switzerland,2011,5861,111773,116602,292671,2512,96192,417449,1043060,39.3,OECD,Europe,74745.29127,7912398,H
Switzerland,2012,5285,122520,138961,278908,3256,102423,418275,1069628,40.74,OECD,Europe,74827.95703,7996861,H
Switzerland,2013,5397,129026,138457,284797,4174,105254,448701,1115806,41.73,OECD,Europe,75298.14648,8089346,H
Switzerland,2014,5896,111784,136929,301811,5617,101657,393689,1057383,37.95,OECD,Europe,76132.97221,8188649,H
Switzerland,2015,5414,119420,137727,252980,6798,104333,390592,1017264,37.41,OECD,Europe,76509.16793,8282396,H
Switzerland,2016,4776,125455,124644,232013,7660,111622,366299,972469,37.93,OECD,Europe,77243.75668,8373338,H
Switzerland,2017,4595,125993,122729,223608,9062,114972,371106,972065,36.97,OECD,Europe,77569.20484,8451840,H
Switzerland,2018,4258,119511,125940,279669,10023,114174,350296,1003871,35.78,OECD,Europe,79202.44362,8514329,H
Switzerland,2019,3803,122613,136942,289572,11025,118168,363964,1046087,35.68,OECD,Europe,79537.54106,8575280,H
Switzerland,2020,3663,119330,136330,263506,12555,118883,337863,992130,33.31,OECD,Europe,77267.41371,8638167,H
Switzerland,2021,3697,129750,133072,212762,13421,125331,327310,945343,34.9,OECD,Europe,80812.5911,8704546,H
Switzerland,2022,3847,106718,107640,264878,17090,118687,321185,940045,31.84,OECD,Europe,82203.05928,8777088,H
Slovak Republic,2000,178821,241847,16614,179934,0,17296,118093,752605,36.88,OECD,EU,18335.65613,5388720,UM
Slovak Republic,2001,185308,258256,17737,188684,366,15988,125390,791729,37.37,OECD,EU,18906.57294,5378867,UM
Slovak Republic,2002,178692,245654,18964,197759,386,13956,143873,799284,36.9,OECD,EU,19748.9022,5376912,UM
Slovak Republic,2003,192215,237337,12527,196895,338,15413,133801,788526,37.41,OECD,EU,20721.68161,5373374,UM
Slovak Republic,2004,189371,230207,14759,188008,360,17031,135398,775134,36.21,OECD,EU,21842.92357,5372280,UM
Slovak Republic,2005,177402,246336,16696,195618,360,18909,144793,800114,37.26,OECD,EU,23257.14088,5372807,UM
Slovak Republic,2006,186591,225161,15836,198811,420,20461,141586,788866,36.48,OECD,EU,25331.83591,5373054,UM
Slovak Republic,2007,167544,213080,16023,169315,468,25164,149402,740996,35.71,OECD,EU,28064.20392,5374622,H
Slovak Republic,2008,167800,216303,14540,184218,389,26459,155464,765173,35.49,OECD,EU,29544.04651,5379233,H
Slovak Republic,2009,162112,185237,15724,155876,379,33295,143332,695955,32.7,OECD,EU,27880.36937,5386406,H
Slovak Republic,2010,163201,209609,18918,161488,609,67413,151530,772768,34.57,OECD,EU,29745.87527,5391428,H
Slovak Republic,2011,155118,194144,13600,170330,1928,68270,148469,751859,32.85,OECD,EU,30468.78018,5398384,H
Slovak Republic,2012,145575,182767,14770,171151,2016,73374,137862,727515,31.25,OECD,EU,30894.26567,5407579,H
Slovak Republic,2013,144463,190836,17452,173637,2646,73288,136112,738434,31.79,OECD,EU,31078.13844,5413393,H
Slovak Republic,2014,143319,157940,15152,170875,2708,63555,125762,679311,29.17,OECD,EU,31888.75749,5418649,H
Slovak Republic,2015,137346,162424,13917,167197,2370,82188,136736,702178,29.44,OECD,EU,33507.7412,5423801,H
Slovak Republic,2016,134923,163089,15692,163146,2520,83788,145435,708593,30.16,OECD,EU,34116.39933,5430798,H
Slovak Republic,2017,141383,173195,15566,166616,2475,83794,161072,744101,32.21,OECD,EU,35042.73329,5439232,H
Slovak Republic,2018,139794,170698,12923,163840,2802,78629,163358,732044,31.66,OECD,EU,36415.73759,5446771,H
Slovak Republic,2019,114278,171080,15681,168594,2871,80621,154812,707937,29.63,OECD,EU,37194.15485,5454147,H
Slovak Republic,2020,96547,171164,16261,170328,3131,78172,155988,691591,27.59,OECD,EU,36201.43222,5458827,H
Slovak Republic,2021,118205,190543,15328,173608,3100,85988,164016,750788,30.64,OECD,EU,38356.05012,5447247,H
Slovak Republic,2022,100595,158757,13240,175508,3116,79419,166385,697020,28.13,OECD,EU,38638.43646,5431752,H
Israel,2000,271054,328,111,0,24948,305,471881,768627,54.85,OECD,Middle East,33109.71267,6289000,H
Israel,2001,293937,328,35,0,26231,355,485637,806523,56.13,OECD,Middle East,32393.25814,6439000,H
Israel,2002,324487,301,75,0,27545,293,439699,792400,59.26,OECD,Middle East,31708.80157,6570000,H
Israel,2003,327177,301,111,0,28925,378,474468,831360,61,OECD,Middle East,31597.67023,6689700,H
Israel,2004,331762,39864,100,0,30361,452,407306,809845,61.18,OECD,Middle East,32496.69918,6809000,H
Israel,2005,310092,54939,100,0,30361,499,382379,778370,58.8,OECD,Middle East,33274.80601,6930100,H
Israel,2006,330646,77846,54,0,30837,520,418157,858060,62.01,OECD,Middle East,34516.2772,7053700,H
Israel,2007,335588,93143,50,0,31323,694,418283,879081,64.27,OECD,Middle East,35950.91576,7180100,H
