Country ,Year ,COAL_TJ,NG_TJ,HDR_TJ,NUC_TJ,REN_TJ,BW_TJ,OIL_TJ,TES_TJ,CO2_MT,Income_Group,Region_Group,GDP_cap,Population,Income_Level
Bangladesh,2009,33314,641630,1591,0,100,355407,153359,1185401,44.47,,Asia Pacific,3942.136312,150873714,L
Bangladesh,2010,33941,694174,2779,0,169,356686,158625,1246374,49.96,,Asia Pacific,4125.463902,152201981,L
Bangladesh,2011,31263,698859,3326,0,457,356481,197649,1288035,54.45,,Asia Pacific,4352.426434,153591076,L
Bangladesh,2012,37813,732096,2966,0,572,356445,220804,1350696,58.97,,Asia Pacific,4592.048409,155070101,L
Bangladesh,2013,41371,803947,3412,0,709,355941,229449,1434829,62.13,,Asia Pacific,4822.726214,156532141,L
Bangladesh,2014,35741,822775,2242,0,842,354260,258155,1474015,65.41,,Asia Pacific,5068.639657,157964929,LM
Bangladesh,2015,58450,895544,2159,0,971,351713,265263,1574100,71.7,,Asia Pacific,5352.711333,159383179,LM
Bangladesh,2016,73826,978642,3671,0,809,347492,304898,1709338,79.98,,Asia Pacific,5682.535535,160811932,LM
Bangladesh,2017,94348,978736,3747,0,1067,343229,333593,1754720,86.15,,Asia Pacific,6005.707188,162186147,LM
Bangladesh,2018,84609,976352,3908,0,1152,336109,346154,1748284,88.6,,Asia Pacific,6392.59334,163523103,LM
Bangladesh,2019,95876,1087010,2766,0,1364,331716,344134,1862866,92.16,,Asia Pacific,6838.326116,164913055,LM
Bangladesh,2020,111597,1094923,3148,0,1670,328219,330766,1870323,87.31,,Asia Pacific,7015.197928,166298024,LM
Bangladesh,2021,130693,1118594,2499,0,2223,325379,444564,2023952,99.75,,Asia Pacific,7441.06914,167658854,LM
Bangladesh,2022,114576,1095792,2839,0,3135,321679,541319,2079340,103.89,,Asia Pacific,7888.163891,169384897,LM
Bolivia,2000,0,44159,7002,0,0,31852,69945,152958,6.92,,Central South America,6146.029293,8606326,LM
Bolivia,2001,0,47655,7664,0,0,32027,75570,162916,6.89,,Central South America,6144.978293,8752736,LM
Bolivia,2002,0,80140,7930,0,0,31915,73795,193780,7.39,,Central South America,6193.263474,8900355,LM
Bolivia,2003,0,72220,7153,0,0,32234,87027,198634,7.86,,Central South America,6255.515581,9050700,LM
Bolivia,2004,0,71174,7736,0,0,32935,89773,201618,8.44,,Central South America,6407.838117,9204287,LM
Bolivia,2005,0,80644,7070,0,0,33565,101130,222409,8.96,,Central South America,6579.312287,9360754,LM
Bolivia,2006,0,85001,7772,0,3,34684,99122,226582,9.83,,Central South America,6778.384924,9521689,LM
Bolivia,2007,0,76703,8348,0,3,35823,110411,231288,11.04,,Central South America,6967.569879,9685960,LM
Bolivia,2008,0,81576,8315,0,3,37277,108846,236017,11.78,,Central South America,7272.166241,9850858,LM
Bolivia,2009,0,91200,8265,0,3,38713,107682,245863,12.48,,Central South America,7392.162591,10016275,LM
Bolivia,2010,0,103865,7855,0,3,40274,114661,266658,13.6,,Central South America,7571.678091,10182345,LM
Bolivia,2011,26,116592,8449,0,3,39558,121513,286141,14.82,,Central South America,7837.493186,10348929,LM
Bolivia,2012,0,121719,8467,0,3,39908,139751,309848,15.78,,Central South America,8108.205187,10515807,LM
Bolivia,2013,26,124137,9126,0,3,40263,139239,312794,16.84,,Central South America,8524.032132,10682608,LM
Bolivia,2014,133,138984,8103,0,28,40696,156148,344092,18.07,,Central South America,8851.711632,10848888,LM
Bolivia,2015,160,139779,8866,0,61,41136,155343,345345,18.53,,Central South America,9141.928418,11014705,LM
Bolivia,2016,160,155862,6192,0,147,41796,160463,364620,19.84,,Central South America,9390.790645,11180020,LM
Bolivia,2017,253,157876,8040,0,238,42329,171662,380398,20.15,,Central South America,9642.813961,11344587,LM
Bolivia,2018,206,159207,9404,0,670,42957,174526,386970,20.35,,Central South America,9907.062557,11508368,LM
Bolivia,2019,234,148561,11704,0,929,44349,182969,388746,20.24,,Central South America,9985.230488,11671386,LM
Bolivia,2020,99,120929,10591,0,1427,45720,146634,325400,17.05,,Central South America,9000.975648,11816299,LM
Bolivia,2021,255,137541,11652,0,1692,46750,180882,378772,20.21,,Central South America,9454.198147,11937360,LM
Bolivia,2022,240,147841,10266,0,2843,48065,194397,403652,21.59,,Central South America,9681.707427,12077154,LM
Cambodia,2000,0,0,0,0,3,113445,29054,142502,1.96,,Asia Pacific,1922.031791,12462336,L
Cambodia,2001,0,0,0,0,3,115279,31080,146362,2.15,,Asia Pacific,2032.08092,12658484,L
Cambodia,2002,0,0,104,0,3,115172,31142,146421,2.21,,Asia Pacific,2126.341505,12855241,L
Cambodia,2003,0,0,147,0,3,116718,33675,150543,2.38,,Asia Pacific,2309.839315,13050968,L
Cambodia,2004,0,0,100,0,3,120026,34670,154799,2.38,,Asia Pacific,2491.3093,13244731,L
Cambodia,2005,0,0,158,0,3,121492,39386,161039,2.66,,Asia Pacific,2781.890289,13439202,L
Cambodia,2006,0,0,183,0,7,122548,42512,165250,2.96,,Asia Pacific,3041.104712,13639028,L
Cambodia,2007,0,0,179,0,7,123741,48524,172451,3.61,,Asia Pacific,3308.157472,13841770,L
Cambodia,2008,0,0,165,0,7,124940,48286,173398,3.68,,Asia Pacific,3501.925702,14053479,L
Cambodia,2009,318,0,169,0,7,123558,59510,183562,4.4,,Asia Pacific,3587.608896,14276810,L
Cambodia,2010,1014,0,118,0,10,124303,65237,190682,4.77,,Asia Pacific,3711.537506,14500726,L
Cambodia,2011,1173,0,190,0,10,125394,67027,193794,4.93,,Asia Pacific,3921.979116,14722584,L
Cambodia,2012,1630,0,1918,0,10,127840,70027,201425,5.19,,Asia Pacific,4159.163541,14945085,L
Cambodia,2013,2386,0,3765,0,10,130350,69822,206333,5.23,,Asia Pacific,4419.398868,15170208,L
Cambodia,2014,13185,0,6865,0,10,133236,72247,225543,6.44,,Asia Pacific,4702.730618,15396772,L
Cambodia,2015,23367,0,7372,0,10,132010,80067,242826,7.78,,Asia Pacific,4968.572767,15623251,LM
Cambodia,2016,32395,0,9712,0,10,133728,92408,268253,9.65,,Asia Pacific,5283.729649,15852803,LM
Cambodia,2017,37709,0,10051,0,17,134652,94317,276746,10.33,,Asia Pacific,5632.031256,16073372,LM
Cambodia,2018,35422,0,17896,0,59,135166,106270,294813,10.21,,Asia Pacific,6050.590883,16274522,LM
Cambodia,2019,43092,0,15261,0,353,135738,132210,326654,12.61,,Asia Pacific,6448.88456,16481304,LM
Cambodia,2020,68286,0,14574,0,1094,128420,135290,347664,15.32,,Asia Pacific,6128.782438,16725474,LM
Cambodia,2021,60457,0,18897,0,2285,124045,138414,344098,14.82,,Asia Pacific,6225.532655,16974305,LM
Cambodia,2022,57698,0,22166,0,2613,120757,140771,344005,14.66,,Asia Pacific,6456.738214,17201724,LM
Cameroon,2000,0,0,12391,0,0,210407,43079,265877,2.79,,Africa,3822.944254,14912631,L
Cameroon,2001,0,0,12506,0,0,215001,41490,268997,2.71,,Africa,3884.873048,15309490,L
Cameroon,2002,0,0,11455,0,0,228064,43263,282782,2.9,,Africa,3951.419362,15725528,L
Cameroon,2003,0,0,12700,0,0,234323,47398,294421,2.98,,Africa,4054.781332,16160340,L
Cameroon,2004,0,0,14111,0,0,240856,48999,303966,3.01,,Africa,4222.966387,16610487,L
Cameroon,2005,0,0,13579,0,0,247485,45290,306354,2.94,,Africa,4199.72271,17074594,LM
Cameroon,2006,0,0,14011,0,0,220943,47970,282924,3.11,,Africa,4241.517447,17550407,LM
Cameroon,2007,0,12566,13849,0,0,176093,64107,266615,4.12,,Africa,4302.619263,18049896,LM
Cameroon,2008,0,13032,15235,0,0,179773,60929,268969,4.27,,Africa,4300.266404,18574056,LM
Cameroon,2009,0,10768,14457,0,3,187044,78662,290934,4.81,,Africa,4286.577182,19113974,LM
Cameroon,2010,0,10863,15336,0,3,187026,80040,293268,5.05,,Africa,4286.583029,19668066,LM
Cameroon,2011,0,7758,15829,0,10,202294,81743,307634,4.91,,Africa,4307.851956,20232304,LM
Cameroon,2012,0,9310,15321,0,14,217504,75012,317161,5.05,,Africa,4382.111208,20809529,LM
Cameroon,2013,0,10700,15742,0,17,232818,74422,333699,5.55,,Africa,4473.572319,21402376,LM
Cameroon,2014,0,15532,15742,0,28,248093,82949,362344,6.17,,Africa,4588.486495,22059893,LM
Cameroon,2015,0,17258,15692,0,35,261514,89502,384001,5.97,,Africa,4698.666778,22763414,LM
Cameroon,2016,0,18468,17107,0,43,269360,87697,392675,6.18,,Africa,4767.131861,23454161,LM
Cameroon,2017,0,20520,18323,0,57,276987,80684,396571,6.29,,Africa,4797.975442,24128601,LM
Cameroon,2018,0,26675,18082,0,70,284731,77799,407357,6.84,,Africa,4851.480039,24806383,LM
Cameroon,2019,0,24282,18826,0,70,292745,77606,413529,6.69,,Africa,4882.3556,25506095,LM
Cameroon,2020,0,31122,17803,0,162,300761,74502,424350,6.91,,Africa,4763.481944,26210558,LM
Cameroon,2021,0,25308,22711,0,164,308814,76721,433718,6.73,,Africa,4793.556282,26915758,LM
Cameroon,2022,0,22229,25317,0,164,316958,79506,444174,6.74,,Africa,4843.650382,27632771,LM
